,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
8984,Standard Class,Consumer,Illinois,Central,Furniture,Tables,4.983469626023486,2,0.5,L
8985,Standard Class,Consumer,North Carolina,South,Furniture,Furnishings,4.356093252647377,3,0.2,P
8986,Standard Class,Consumer,North Carolina,South,Office Supplies,Binders,4.564035642629536,5,0.7,L
8987,Standard Class,Consumer,North Carolina,South,Technology,Phones,4.659506844641066,2,0.2,P
8988,Standard Class,Consumer,North Carolina,South,Office Supplies,Art,2.234734426085871,2,0.2,P
8989,Standard Class,Corporate,Missouri,Central,Furniture,Furnishings,2.2700619012884857,2,0.0,P
8990,Standard Class,Corporate,Missouri,Central,Technology,Copiers,8.49697619828239,7,0.0,P
8991,Standard Class,Home Office,California,West,Technology,Accessories,4.6515765588022475,5,0.0,P
8992,Standard Class,Corporate,Tennessee,South,Technology,Accessories,2.919283101390585,2,0.2,P
8993,Standard Class,Corporate,Tennessee,South,Furniture,Tables,7.5365015289385,7,0.4,L
8994,First Class,Consumer,Florida,South,Office Supplies,Paper,4.5148077459077,5,0.2,P
8995,First Class,Consumer,Florida,South,Office Supplies,Appliances,5.025458222987894,5,0.2,P
8996,First Class,Consumer,Texas,Central,Technology,Phones,3.560591433812405,2,0.2,P
8997,Same Day,Consumer,Texas,Central,Office Supplies,Paper,4.037844754982616,2,0.2,P
8998,Same Day,Consumer,Texas,Central,Office Supplies,Paper,5.61336165575563,7,0.2,P
8999,Standard Class,Home Office,Pennsylvania,East,Furniture,Chairs,6.127807608285275,5,0.3,L
9000,Same Day,Consumer,Arizona,West,Office Supplies,Binders,2.1072998698082324,3,0.7,L
9001,Standard Class,Corporate,Georgia,South,Technology,Accessories,1.7833912195575383,1,0.0,P
9002,Standard Class,Corporate,Georgia,South,Office Supplies,Paper,2.7239235502585,3,0.0,P
9003,Same Day,Consumer,Washington,West,Technology,Accessories,5.480388892086782,6,0.0,P
9004,Same Day,Consumer,Washington,West,Office Supplies,Art,3.171364842197149,8,0.0,P
9005,Same Day,Corporate,Wisconsin,Central,Office Supplies,Storage,4.527424837363238,6,0.0,P
9006,Same Day,Corporate,Wisconsin,Central,Office Supplies,Storage,3.6312503412773,1,0.0,P
9007,Same Day,Corporate,Wisconsin,Central,Office Supplies,Labels,1.998773638612381,2,0.0,P
9008,Same Day,Corporate,Wisconsin,Central,Furniture,Furnishings,1.7613002617433464,2,0.0,P
9009,Standard Class,Consumer,Ohio,East,Office Supplies,Paper,1.33920275358604,1,0.2,P
9010,Standard Class,Corporate,Alabama,South,Office Supplies,Binders,3.264231526588998,4,0.0,P
9011,First Class,Home Office,Texas,Central,Technology,Accessories,4.613138355637268,2,0.2,P
9012,First Class,Corporate,New York,East,Furniture,Furnishings,4.911183215124596,7,0.0,P
9013,Standard Class,Corporate,California,West,Office Supplies,Art,2.631888840136646,5,0.0,P
9014,Standard Class,Corporate,California,West,Office Supplies,Envelopes,2.9652730660692823,5,0.0,P
9015,Standard Class,Corporate,New Mexico,West,Office Supplies,Binders,2.6018004012594997,2,0.2,P
9016,Standard Class,Corporate,New Mexico,West,Office Supplies,Binders,2.4350158801745354,1,0.2,P
9017,Second Class,Consumer,Idaho,West,Office Supplies,Paper,2.8701690505786455,3,0.0,P
9018,Second Class,Consumer,Idaho,West,Office Supplies,Binders,2.8355635214011694,3,0.2,P
9019,Second Class,Consumer,Virginia,South,Technology,Accessories,4.604970165985424,2,0.0,P
9020,Second Class,Consumer,Virginia,South,Furniture,Furnishings,3.3830334110344844,6,0.0,P
9021,Standard Class,Corporate,Ohio,East,Office Supplies,Binders,5.117514655723352,13,0.7,L
9022,First Class,Home Office,Colorado,West,Furniture,Furnishings,4.588308828912679,3,0.2,P
9023,First Class,Consumer,New York,East,Furniture,Chairs,4.769684124132081,1,0.1,P
9024,Standard Class,Corporate,New York,East,Technology,Accessories,3.0430928449138284,3,0.0,P
9025,Standard Class,Corporate,New York,East,Technology,Accessories,4.9413566674994875,4,0.0,P
9026,Standard Class,Corporate,New York,East,Furniture,Furnishings,3.630720539940404,3,0.0,P
9027,Standard Class,Consumer,Massachusetts,East,Furniture,Furnishings,2.695977619867941,3,0.0,P
9028,Standard Class,Consumer,Massachusetts,East,Furniture,Furnishings,5.256557432299805,3,0.0,P
9029,Standard Class,Consumer,New York,East,Office Supplies,Binders,2.632176568523036,2,0.2,P
9030,Same Day,Corporate,Washington,West,Office Supplies,Appliances,5.751301990624177,4,0.0,P
9031,Same Day,Corporate,Washington,West,Furniture,Tables,5.647423740986817,4,0.0,P
9032,Standard Class,Home Office,Michigan,Central,Furniture,Chairs,6.190233435280537,2,0.0,P
9033,Standard Class,Consumer,Arkansas,South,Office Supplies,Binders,7.4921918942845815,2,0.0,P
9034,Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,1.0959420601122307,4,0.8,L
9035,Standard Class,Consumer,Illinois,Central,Technology,Accessories,4.689217173513706,4,0.2,P
9036,First Class,Consumer,New York,East,Office Supplies,Paper,3.255014871484074,4,0.0,P
9037,First Class,Consumer,New York,East,Office Supplies,Storage,3.1170645587215158,2,0.0,P
9038,Same Day,Consumer,Texas,Central,Technology,Phones,4.01052807612899,3,0.2,L
9039,Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,9.19955643376893,13,0.0,P
9040,Standard Class,Corporate,Arizona,West,Furniture,Tables,4.302915784353053,1,0.5,L
9041,Standard Class,Consumer,Florida,South,Furniture,Furnishings,5.820344023860924,4,0.2,P
9042,Second Class,Corporate,California,West,Office Supplies,Appliances,4.118061088839417,3,0.0,P
9043,Standard Class,Corporate,California,West,Technology,Accessories,6.173723601948731,3,0.0,P
9044,Second Class,Corporate,California,West,Office Supplies,Binders,1.7890892406721761,2,0.2,P
9045,Second Class,Corporate,California,West,Technology,Accessories,5.2467608796336345,5,0.0,P
9046,Second Class,Corporate,California,West,Technology,Accessories,5.010301905195018,5,0.0,P
9047,Second Class,Corporate,California,West,Office Supplies,Art,3.3995293245614584,5,0.0,P
9048,Second Class,Corporate,California,West,Office Supplies,Labels,3.7932394694381792,3,0.0,P
9049,Standard Class,Home Office,New York,East,Office Supplies,Art,4.19010918420648,3,0.0,P
9050,Standard Class,Corporate,California,West,Office Supplies,Paper,2.3850863145057892,2,0.0,P
9051,Second Class,Corporate,California,West,Office Supplies,Art,1.2119409739751128,2,0.0,P
9052,Second Class,Corporate,California,West,Office Supplies,Binders,3.3299161796571917,4,0.2,P
9053,Second Class,Corporate,California,West,Technology,Phones,3.3598196772081774,2,0.2,P
9054,Standard Class,Consumer,California,West,Office Supplies,Supplies,3.08922261664133,2,0.0,P
9055,Second Class,Consumer,Washington,West,Technology,Accessories,3.090132948975475,2,0.0,P
9056,First Class,Home Office,New York,East,Furniture,Chairs,7.871434049650055,11,0.1,P
9057,Standard Class,Consumer,California,West,Furniture,Furnishings,4.314282982587362,7,0.0,P
9058,Standard Class,Consumer,California,West,Furniture,Tables,5.89928346656227,3,0.2,P
9059,Standard Class,Corporate,Washington,West,Furniture,Tables,7.016762138640117,7,0.0,P
9060,First Class,Corporate,California,West,Office Supplies,Binders,4.4964261749823775,4,0.2,P
9061,First Class,Corporate,California,West,Office Supplies,Labels,3.9144201300278674,4,0.0,P
9062,Standard Class,Corporate,New York,East,Office Supplies,Fasteners,3.5967641652061304,6,0.0,P
9063,Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,5.77514764113605,13,0.2,P
9064,Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,1.0804483180404385,3,0.8,L
9065,Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,2.951571377768221,4,0.2,P
9066,Standard Class,Consumer,Virginia,South,Technology,Accessories,3.138966441639899,2,0.0,P
9067,Standard Class,Consumer,Maryland,East,Technology,Phones,4.505128831807865,2,0.0,P
9068,Second Class,Consumer,Washington,West,Furniture,Chairs,5.375167290399757,3,0.2,L
9069,Second Class,Consumer,Washington,West,Office Supplies,Envelopes,4.188745237643585,3,0.0,P
9070,First Class,Corporate,Pennsylvania,East,Furniture,Furnishings,2.4293939398577415,3,0.2,P
9071,Standard Class,Home Office,Indiana,Central,Office Supplies,Storage,3.2011191032789417,2,0.0,P
9072,Standard Class,Consumer,Missouri,Central,Office Supplies,Envelopes,2.8069901489571136,2,0.0,P
9073,Standard Class,Consumer,Missouri,Central,Technology,Accessories,5.634611015794902,5,0.0,P
9074,Standard Class,Corporate,Kentucky,South,Office Supplies,Storage,6.720027132888882,6,0.0,L
9075,First Class,Consumer,Ohio,East,Office Supplies,Binders,1.9765779062205968,3,0.7,L
9076,First Class,Consumer,Ohio,East,Office Supplies,Supplies,3.3032169733019514,4,0.2,P
9077,Standard Class,Corporate,Nebraska,Central,Technology,Accessories,4.499476281429027,3,0.0,P
9078,Standard Class,Consumer,Kentucky,South,Furniture,Furnishings,5.7623029234682095,4,0.0,P
9079,Standard Class,Consumer,Kentucky,South,Office Supplies,Binders,1.7578579175523736,1,0.0,P
9080,Second Class,Corporate,California,West,Technology,Phones,4.969479910674763,6,0.2,P
9081,Second Class,Corporate,California,West,Office Supplies,Paper,2.967332799032293,3,0.0,P
9082,Standard Class,Consumer,Virginia,South,Office Supplies,Art,1.715598108262491,2,0.0,P
9083,First Class,Corporate,Virginia,South,Office Supplies,Storage,4.988594163219376,3,0.0,P
9084,First Class,Corporate,Virginia,South,Office Supplies,Paper,3.3978584803966405,5,0.0,P
9085,Second Class,Consumer,California,West,Office Supplies,Binders,5.623237418604622,2,0.2,P
9086,Standard Class,Corporate,Texas,Central,Office Supplies,Appliances,4.532943519990742,2,0.8,L
9087,Standard Class,Corporate,Texas,Central,Furniture,Chairs,6.120220492915296,5,0.3,L
9088,Standard Class,Corporate,North Carolina,South,Technology,Phones,5.5060142296732195,3,0.2,P
9089,Second Class,Consumer,Ohio,East,Office Supplies,Storage,5.68833037009728,5,0.2,L
9090,First Class,Consumer,Kentucky,South,Office Supplies,Storage,5.853810381809187,8,0.0,P
9091,Second Class,Corporate,Ohio,East,Office Supplies,Paper,2.7441892477180834,3,0.2,P
9092,Second Class,Corporate,Ohio,East,Furniture,Bookcases,6.1798924223336975,6,0.5,L
9093,Standard Class,Consumer,Michigan,Central,Technology,Phones,5.703715805767214,2,0.0,P
9094,Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,6.000622484892747,6,0.0,P
9095,Standard Class,Consumer,Michigan,Central,Technology,Phones,3.735285826928092,2,0.0,P
9096,Standard Class,Consumer,Michigan,Central,Office Supplies,Labels,3.364187556028255,7,0.0,P
9097,Standard Class,Consumer,Indiana,Central,Office Supplies,Paper,3.4781584227982836,5,0.0,P
9098,Standard Class,Home Office,Texas,Central,Technology,Phones,5.912269813136434,7,0.2,P
9099,Standard Class,Home Office,Texas,Central,Office Supplies,Paper,2.3387241396099188,2,0.2,P
9100,Standard Class,Home Office,Texas,Central,Technology,Accessories,6.67440986518333,3,0.2,P
9101,Standard Class,Consumer,Texas,Central,Office Supplies,Art,3.1629401925378975,3,0.2,P
9102,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,4.440106845750407,2,0.2,L
9103,Standard Class,Consumer,Texas,Central,Furniture,Furnishings,4.173771695853422,5,0.6,L
9104,Standard Class,Consumer,Texas,Central,Office Supplies,Binders,3.467609147181407,10,0.8,L
9105,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,5.179804064311909,2,0.2,L
9106,Standard Class,Consumer,Texas,Central,Technology,Machines,5.662647931297646,3,0.4,P
9107,First Class,Corporate,Texas,Central,Office Supplies,Supplies,3.1076313660514,2,0.2,P
9108,First Class,Corporate,Texas,Central,Office Supplies,Paper,3.4771702804253897,7,0.2,P
9109,First Class,Corporate,Texas,Central,Technology,Accessories,5.3374611536656635,2,0.2,P
9110,First Class,Home Office,Virginia,South,Office Supplies,Envelopes,3.594568774642695,5,0.0,P
9111,First Class,Home Office,Virginia,South,Technology,Accessories,3.133753571451366,2,0.0,P
9112,First Class,Home Office,Virginia,South,Office Supplies,Storage,5.753207357983724,4,0.0,P
9113,First Class,Home Office,Virginia,South,Office Supplies,Binders,2.719978771967484,3,0.0,P
9114,Second Class,Corporate,California,West,Technology,Phones,6.436086263750668,5,0.2,P
9115,Second Class,Consumer,Pennsylvania,East,Technology,Phones,6.062854543194655,2,0.4,L
9116,Second Class,Consumer,Pennsylvania,East,Furniture,Furnishings,3.464735402466143,2,0.2,P
9117,Second Class,Consumer,Pennsylvania,East,Furniture,Chairs,6.7881504598855615,3,0.3,L
9118,Second Class,Consumer,Pennsylvania,East,Office Supplies,Paper,3.077127911757985,4,0.2,P
9119,Standard Class,Home Office,California,West,Office Supplies,Labels,3.093312601892855,7,0.0,P
9120,Standard Class,Home Office,California,West,Office Supplies,Paper,4.604169685654508,5,0.0,P
9121,Second Class,Corporate,California,West,Office Supplies,Appliances,4.509319860331257,7,0.0,P
9122,Same Day,Consumer,California,West,Office Supplies,Paper,2.0515563381903004,1,0.0,P
9123,Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,4.366392556889913,9,0.7,L
9124,Second Class,Home Office,Texas,Central,Furniture,Furnishings,2.256750556650246,3,0.6,L
9125,Second Class,Home Office,Texas,Central,Furniture,Furnishings,1.6759744362343447,4,0.6,L
9126,Standard Class,Home Office,New Mexico,West,Office Supplies,Art,2.1138429683971682,2,0.0,P
9127,Standard Class,Consumer,Texas,Central,Office Supplies,Storage,3.914739312922374,3,0.2,L
9128,First Class,Corporate,Oregon,West,Office Supplies,Binders,4.478177370203151,7,0.7,L
9129,Second Class,Consumer,Ohio,East,Furniture,Bookcases,5.708670508728977,3,0.5,L
9130,Second Class,Consumer,Ohio,East,Office Supplies,Art,2.926167810168082,2,0.2,P
9131,Standard Class,Corporate,Maryland,East,Furniture,Furnishings,3.312730400339825,2,0.0,P
9132,Standard Class,Corporate,Maryland,East,Office Supplies,Appliances,4.829353196876964,3,0.0,P
9133,Standard Class,Home Office,California,West,Technology,Phones,6.320696349216558,5,0.2,P
9134,Standard Class,Corporate,North Carolina,South,Office Supplies,Storage,4.864082344943759,3,0.2,L
9135,Standard Class,Corporate,North Carolina,South,Office Supplies,Storage,3.9509359789267444,1,0.2,L
9136,Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,2.3294217469476055,3,0.2,P
9137,Standard Class,Consumer,Florida,South,Office Supplies,Binders,2.908866340532329,2,0.7,L
9138,Standard Class,Consumer,Florida,South,Technology,Phones,5.198276012367811,5,0.2,P
9139,Standard Class,Consumer,Illinois,Central,Technology,Accessories,6.165300200251639,7,0.2,P
9140,Second Class,Home Office,California,West,Technology,Accessories,5.075048807420676,2,0.0,P
9141,First Class,Corporate,New York,East,Technology,Phones,3.775057150354989,4,0.0,P
9142,Standard Class,Consumer,Nevada,West,Office Supplies,Binders,2.114808685517127,2,0.2,P
9143,Standard Class,Consumer,Nevada,West,Technology,Phones,7.023872928652787,9,0.2,P
9144,Standard Class,Consumer,Nevada,West,Office Supplies,Appliances,4.1728476237100445,5,0.0,P
9145,Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,1.0324724861635646,3,0.8,L
9146,Standard Class,Corporate,Vermont,East,Technology,Accessories,4.604970165985424,2,0.0,P
9147,Standard Class,Corporate,Vermont,East,Office Supplies,Art,2.0844290831908747,6,0.0,P
9148,Standard Class,Corporate,Vermont,East,Office Supplies,Storage,7.355187325911608,13,0.0,P
9149,Standard Class,Corporate,Michigan,Central,Office Supplies,Binders,4.931303444814125,4,0.0,P
9150,Standard Class,Corporate,Michigan,Central,Office Supplies,Appliances,4.182355439544814,5,0.1,P
9151,Second Class,Consumer,Arizona,West,Office Supplies,Art,2.6793763405176025,2,0.2,P
9152,Second Class,Consumer,Arizona,West,Technology,Accessories,3.1441522786722644,2,0.2,P
9153,Second Class,Consumer,Arizona,West,Office Supplies,Art,2.801176179091694,7,0.2,P
9154,Second Class,Consumer,Pennsylvania,East,Furniture,Furnishings,2.960726664355176,2,0.2,P
9155,Standard Class,Consumer,Nevada,West,Office Supplies,Paper,3.6908774567766094,6,0.0,P
9156,Standard Class,Corporate,Maine,East,Office Supplies,Appliances,4.6245805795079145,2,0.0,P
9157,Standard Class,Corporate,Maine,East,Office Supplies,Paper,5.559681130681944,13,0.0,P
9158,Standard Class,Corporate,Maine,East,Technology,Accessories,5.542909249068116,9,0.0,P
9159,Standard Class,Home Office,Tennessee,South,Office Supplies,Binders,1.4674134124046827,3,0.7,L
9160,Standard Class,Home Office,Tennessee,South,Office Supplies,Binders,2.474856313934499,5,0.7,L
9161,Standard Class,Consumer,Wisconsin,Central,Furniture,Bookcases,6.006008272548823,7,0.0,P
9162,Standard Class,Consumer,Wisconsin,Central,Furniture,Chairs,6.522107503944375,3,0.0,P
9163,Standard Class,Consumer,Illinois,Central,Technology,Accessories,0.8654184015003984,3,0.2,P
9164,Standard Class,Consumer,Illinois,Central,Office Supplies,Appliances,4.963739334787522,2,0.8,L
9165,Second Class,Consumer,California,West,Technology,Machines,8.406663784471162,4,0.2,P
9166,Second Class,Consumer,California,West,Office Supplies,Paper,4.652530757347929,1,0.0,P
9167,Second Class,Consumer,California,West,Office Supplies,Appliances,5.486620995019539,3,0.0,P
9168,Standard Class,Home Office,Mississippi,South,Office Supplies,Paper,5.767570714403068,14,0.0,P
9169,Standard Class,Home Office,Mississippi,South,Office Supplies,Paper,3.821660565347755,2,0.0,P
9170,Same Day,Home Office,California,West,Furniture,Furnishings,3.464485120898074,2,0.0,P
9171,Same Day,Home Office,California,West,Office Supplies,Paper,3.8691155044168695,1,0.0,P
9172,Same Day,Home Office,California,West,Office Supplies,Storage,7.014760441466642,3,0.0,P
9173,Same Day,Home Office,California,West,Office Supplies,Envelopes,3.132009891846539,3,0.0,P
9174,Second Class,Consumer,Washington,West,Technology,Phones,4.2763327301148175,3,0.2,P
9175,Second Class,Consumer,Washington,West,Office Supplies,Paper,2.967332799032293,3,0.0,P
9176,Standard Class,Corporate,Tennessee,South,Office Supplies,Binders,3.436757557060706,3,0.7,L
9177,Standard Class,Consumer,New York,East,Technology,Phones,2.637627736805664,2,0.0,P
9178,Standard Class,Consumer,New York,East,Office Supplies,Art,3.1633631149379418,1,0.0,P
9179,Standard Class,Consumer,California,West,Technology,Phones,6.5622745878029844,3,0.2,P
9180,Standard Class,Consumer,California,West,Office Supplies,Binders,2.4808986283904613,3,0.2,P
9181,Standard Class,Consumer,California,West,Office Supplies,Binders,3.4381077356822525,3,0.2,P
9182,Standard Class,Consumer,California,West,Technology,Accessories,4.0210567664522685,4,0.0,P
9183,Standard Class,Consumer,California,West,Office Supplies,Paper,3.2011191032789417,2,0.0,P
9184,Standard Class,Consumer,California,West,Furniture,Furnishings,3.9464244321454784,1,0.0,P
9185,Standard Class,Consumer,California,West,Furniture,Chairs,5.333607287326484,1,0.2,P
9186,Standard Class,Consumer,California,West,Office Supplies,Appliances,7.295124302820892,5,0.0,P
9187,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Supplies,1.2493285060467332,2,0.2,L
9188,Standard Class,Home Office,Pennsylvania,East,Technology,Accessories,3.0786017513762856,4,0.2,P
9189,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Storage,6.496883581574672,6,0.2,L
9190,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,4.6010416754043115,2,0.7,L
9191,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,3.9033454642344583,2,0.2,P
9192,Standard Class,Corporate,Texas,Central,Office Supplies,Binders,3.380041839589364,7,0.8,L
9193,Standard Class,Corporate,Texas,Central,Technology,Phones,5.842686077749079,2,0.2,P
9194,Standard Class,Consumer,Arizona,West,Office Supplies,Supplies,3.871034330350792,7,0.2,P
9195,Standard Class,Consumer,Arizona,West,Technology,Accessories,4.627322990629224,4,0.2,L
9196,Standard Class,Consumer,California,West,Office Supplies,Paper,3.687878953780353,2,0.0,P
9197,Standard Class,Consumer,California,West,Technology,Phones,7.266827347520591,5,0.2,P
9198,Standard Class,Consumer,California,West,Office Supplies,Supplies,3.714547200862514,6,0.0,P
9199,Standard Class,Consumer,California,West,Furniture,Chairs,5.548235264578801,1,0.2,P
9200,First Class,Consumer,New Jersey,East,Furniture,Bookcases,4.795625242678768,1,0.0,P
9201,First Class,Consumer,New Jersey,East,Office Supplies,Binders,5.755678920444703,1,0.0,P
9202,Standard Class,Corporate,New York,East,Office Supplies,Binders,3.358707330041203,3,0.2,P
9203,Standard Class,Corporate,New York,East,Office Supplies,Art,4.74449725120919,5,0.0,P
9204,Standard Class,Corporate,California,West,Office Supplies,Art,3.1372318358276905,8,0.0,P
9205,Same Day,Consumer,Connecticut,East,Office Supplies,Art,2.739548868161581,3,0.0,P
9206,Same Day,Consumer,Connecticut,East,Office Supplies,Paper,3.9481620520440193,8,0.0,P
9207,Standard Class,Consumer,Illinois,Central,Technology,Accessories,3.684268841556253,3,0.2,P
9208,Second Class,Corporate,Washington,West,Office Supplies,Storage,2.7763317085186157,1,0.0,P
9209,Second Class,Home Office,Iowa,Central,Office Supplies,Envelopes,1.9851308622085946,1,0.0,P
9210,Second Class,Home Office,Iowa,Central,Office Supplies,Binders,1.6863989535702288,3,0.0,P
9211,Standard Class,Consumer,California,West,Office Supplies,Paper,2.967332799032293,3,0.0,P
9212,Standard Class,Corporate,California,West,Furniture,Furnishings,3.6858749450936377,2,0.0,P
9213,Standard Class,Corporate,California,West,Furniture,Furnishings,4.375002019736917,3,0.0,P
9214,First Class,Corporate,Pennsylvania,East,Office Supplies,Labels,3.0283930557935395,7,0.2,P
9215,Standard Class,Corporate,California,West,Office Supplies,Paper,3.4781584227982836,5,0.0,P
9216,Standard Class,Corporate,Texas,Central,Office Supplies,Appliances,2.621911170780288,1,0.8,L
9217,First Class,Home Office,Minnesota,Central,Office Supplies,Envelopes,2.7265447837383743,2,0.0,P
9218,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Storage,3.799705009202821,7,0.2,P
9219,Standard Class,Consumer,Pennsylvania,East,Furniture,Bookcases,5.708670508728977,3,0.5,L
9220,First Class,Consumer,Louisiana,South,Office Supplies,Labels,2.4042387467205457,3,0.0,P
9221,First Class,Consumer,Louisiana,South,Furniture,Tables,7.316229189434718,4,0.0,P
9222,First Class,Consumer,Louisiana,South,Office Supplies,Paper,3.255014871484074,4,0.0,P
9223,Same Day,Home Office,Texas,Central,Office Supplies,Binders,2.019691537274062,6,0.8,L
9224,Same Day,Home Office,Texas,Central,Office Supplies,Binders,0.3421702577358506,2,0.8,L
9225,Same Day,Home Office,Texas,Central,Office Supplies,Binders,1.421661504957182,4,0.8,L
9226,Same Day,Home Office,Texas,Central,Office Supplies,Storage,3.9656016863293755,3,0.2,L
9227,Standard Class,Corporate,California,West,Office Supplies,Appliances,5.94374381089657,7,0.0,P
9228,Same Day,Home Office,California,West,Office Supplies,Art,1.9050881545350582,4,0.0,P
9229,First Class,Consumer,California,West,Office Supplies,Binders,2.7207689735099847,3,0.2,P
9230,First Class,Consumer,California,West,Office Supplies,Paper,4.065945087700403,9,0.0,P
9231,Standard Class,Consumer,Arizona,West,Office Supplies,Binders,6.853049854103255,6,0.7,L
9232,Standard Class,Consumer,California,West,Furniture,Furnishings,4.550502784645783,9,0.0,P
9233,Standard Class,Consumer,California,West,Office Supplies,Storage,3.1642084235258925,3,0.0,P
9234,Standard Class,Consumer,California,West,Technology,Phones,6.995003961146,4,0.2,P
9235,Standard Class,Consumer,California,West,Office Supplies,Art,2.9279886214674717,7,0.0,P
9236,Standard Class,Consumer,California,West,Furniture,Tables,6.343402288198337,3,0.2,P
9237,Standard Class,Consumer,California,West,Office Supplies,Binders,1.989516834151849,1,0.2,P
9238,First Class,Consumer,Ohio,East,Furniture,Furnishings,4.994289086493363,2,0.2,L
9239,Standard Class,Corporate,Florida,South,Office Supplies,Paper,4.039254595904141,7,0.2,P
9240,Standard Class,Corporate,Florida,South,Office Supplies,Binders,1.7240158171415354,3,0.7,L
9241,Standard Class,Corporate,Florida,South,Office Supplies,Art,1.8834266577538787,3,0.2,P
9242,Standard Class,Home Office,California,West,Office Supplies,Binders,2.6605392184311585,6,0.2,P
9243,Standard Class,Home Office,California,West,Furniture,Bookcases,4.786099106847955,1,0.15,P
9244,Standard Class,Home Office,California,West,Office Supplies,Art,1.715598108262491,2,0.0,P
9245,Standard Class,Home Office,California,West,Office Supplies,Paper,3.4781584227982836,5,0.0,P
9246,Standard Class,Home Office,California,West,Office Supplies,Art,2.286455711064162,3,0.0,P
9247,Standard Class,Home Office,California,West,Office Supplies,Art,1.0224509277025455,1,0.0,P
9248,Standard Class,Consumer,New York,East,Office Supplies,Binders,1.2919836816486494,1,0.2,P
9249,Standard Class,Consumer,New York,East,Technology,Phones,6.782112687777851,7,0.0,P
9250,Standard Class,Corporate,Iowa,Central,Office Supplies,Binders,4.752209928637407,8,0.0,P
9251,Standard Class,Corporate,California,West,Office Supplies,Binders,4.678866644910428,2,0.2,P
9252,Second Class,Consumer,Arkansas,South,Technology,Accessories,5.298067335292827,5,0.0,P
9253,Second Class,Consumer,Arkansas,South,Office Supplies,Paper,2.561867690924129,2,0.0,P
9254,Second Class,Consumer,Missouri,Central,Furniture,Chairs,4.109068957620483,1,0.0,P
9255,Second Class,Consumer,Missouri,Central,Office Supplies,Labels,2.7040421797046714,3,0.0,P
9256,Second Class,Consumer,Missouri,Central,Office Supplies,Binders,2.265921108622454,2,0.0,P
9257,Second Class,Consumer,Missouri,Central,Furniture,Furnishings,5.807962293565865,3,0.0,P
9258,Second Class,Consumer,Missouri,Central,Office Supplies,Binders,3.949318790171843,3,0.0,P
9259,Second Class,Consumer,Missouri,Central,Office Supplies,Storage,4.173771695853422,2,0.0,P
9260,Second Class,Consumer,South Dakota,Central,Office Supplies,Supplies,3.2386784521643803,3,0.0,P
9261,Same Day,Home Office,Washington,West,Furniture,Chairs,5.375167290399757,3,0.2,L
9262,Standard Class,Consumer,Michigan,Central,Furniture,Chairs,5.966069813088038,3,0.0,P
9263,Standard Class,Consumer,Michigan,Central,Office Supplies,Appliances,5.598088570097137,5,0.1,P
9264,Standard Class,Corporate,Tennessee,South,Office Supplies,Binders,2.4572784826705263,3,0.7,L
9265,Standard Class,Corporate,Tennessee,South,Office Supplies,Envelopes,4.172046069885953,7,0.2,P
9266,First Class,Home Office,Nevada,West,Furniture,Furnishings,2.67827804276854,2,0.0,P
9267,Same Day,Consumer,New York,East,Furniture,Chairs,4.630662478749027,1,0.1,P
9268,Same Day,Consumer,New York,East,Office Supplies,Paper,2.997730276216664,3,0.0,P
9269,Standard Class,Consumer,New York,East,Office Supplies,Binders,3.468482128467752,7,0.2,P
9270,Standard Class,Consumer,New York,East,Office Supplies,Binders,8.367660631638481,6,0.2,P
9271,Standard Class,Corporate,New York,East,Furniture,Furnishings,2.3045830956567186,3,0.0,P
9272,Standard Class,Corporate,New York,East,Technology,Phones,6.448826101004649,4,0.0,P
9273,Standard Class,Consumer,Kentucky,South,Office Supplies,Binders,7.363875477869246,3,0.0,P
9274,Same Day,Corporate,New Mexico,West,Office Supplies,Art,5.544591335251101,7,0.0,P
9275,Second Class,Corporate,Florida,South,Office Supplies,Storage,5.218754543711351,6,0.2,P
9276,Second Class,Corporate,Florida,South,Technology,Accessories,3.869532953807194,2,0.2,P
9277,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Labels,2.7685807008422425,4,0.2,P
9278,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,2.079566533867987,7,0.7,L
9279,Standard Class,Consumer,Pennsylvania,East,Furniture,Chairs,5.988891238988856,2,0.3,L
9280,Standard Class,Home Office,Washington,West,Furniture,Bookcases,5.09913445267867,2,0.0,P
